FID,ID_Originak,Team,ID_Transek,ID_Titik,Filename,Latitude,Longitude,Lokasi,URL,Class_1,Class_2,Cluster
237,237,A,T9,,D3T3 (13).JPG,-0.738488333,120.1121,Pelawa_Baru,https://lh3.googleusercontent.com/d/1Aopz7VywQQMM0rfWrxsVSrbNGpGicXOK,Terumbu karang,Terumbu karang kondisi baik,8
238,238,A,T9,,D3T3 (14).JPG,-0.738436667,120.11209,Pelawa_Baru,https://lh3.googleusercontent.com/d/1VxzY82kHdODBgJH_5tkynRP8DEB2sMyv,Terumbu karang,Terumbu karang kondisi baik,8
239,239,A,T9,,D3T3 (15).JPG,-0.738401667,120.1120367,Pelawa_Baru,https://lh3.googleusercontent.com/d/1IwO-_H9jpGu0JpKj5PQ6eVrhd-VRop1X,Terumbu karang,Terumbu karang kondisi baik,8
240,240,A,T9,,D3T3 (16).JPG,-0.738441667,120.1119633,Pelawa_Baru,https://lh3.googleusercontent.com/d/1KQDIwrPtAKaRqfEUr-fGlj6BVodlYo1K,Terumbu karang,Terumbu karang kondisi baik,8
241,241,A,T9,,D3T3 (17).JPG,-0.738533333,120.1119233,Pelawa_Baru,https://lh3.googleusercontent.com/d/1p7TdcaePSBzrwJPKqhLIZb4r017HCjoQ,Terumbu karang,Terumbu karang kondisi baik,8
242,242,A,T9,,D3T3 (18).JPG,-0.738563333,120.111875,Pelawa_Baru,https://lh3.googleusercontent.com/d/13kN3LTAe8avLJtDTvJ-gONJlfp0JItbE,Substrat terbuka,Substrat terbuka,8
243,243,A,T9,,D3T3 (19).JPG,-0.738605,120.111805,Pelawa_Baru,https://lh3.googleusercontent.com/d/1Wpwl5uzPVehPPQCKAvcPFGLwvh_8gWXU,Substrat terbuka,Substrat terbuka,8
244,244,A,T9,,D3T3 (20).JPG,-0.738665935,120.1118063,Pelawa_Baru,https://lh3.googleusercontent.com/d/1dwscjzbSIYXTEB23A5cj5sKOhymNtOdB,Substrat terbuka,Substrat terbuka,8
245,245,A,T9,,D3T3 (21).JPG,-0.738733333,120.1118367,Pelawa_Baru,https://lh3.googleusercontent.com/d/1BHBIlMWqz0W6ZiTxLbgD4GgYlwtGrNqA,Substrat terbuka,Substrat terbuka,8
246,246,A,T9,,D3T3 (22).JPG,-0.73876,120.1118783,Pelawa_Baru,https://lh3.googleusercontent.com/d/1K7jxUnrpznmFvY-2VQHthtZ-KeuMR_HG,Substrat terbuka,Substrat terbuka,8
247,247,A,T9,,D3T3 (23).JPG,-0.738766667,120.1119583,Pelawa_Baru,https://lh3.googleusercontent.com/d/1JGhcRzgZaaIu5Hy-lyzIfxO1jcFmkIZC,Substrat terbuka,Substrat terbuka,8
248,248,A,T9,,D3T3 (24).JPG,-0.738776667,120.1120383,Pelawa_Baru,https://lh3.googleusercontent.com/d/1Is2Z3BOhXn8WjPFEwTYNw2Q-9tGZ6YZk,Substrat terbuka,Substrat terbuka,8
249,249,A,T9,,D3T3 (25).JPG,-0.738786667,120.1121267,Pelawa_Baru,https://lh3.googleusercontent.com/d/14ApZn76z5Gf1pkTsy43rL-DAsGKeHLAk,Substrat terbuka,Substrat terbuka,8
250,250,A,T9,,D3T3 (26).JPG,-0.73881,120.1121933,Pelawa_Baru,https://lh3.googleusercontent.com/d/1z4KfooXOllM4kiDE8sAs3_IUH9AcVv5Y,Substrat terbuka,Substrat terbuka,8
251,251,A,T9,,D3T3 (27).JPG,-0.738426667,120.1121283,Pelawa_Baru,https://lh3.googleusercontent.com/d/1vG5QJ27yepIcG65jsm5dWWnFQI5v7EEr,Terumbu karang,Terumbu karang kondisi baik,8
252,252,A,T9,,D3T3 (28).JPG,-0.73841,120.1122717,Pelawa_Baru,https://lh3.googleusercontent.com/d/117DCcdFoA2YuMZa1a73R-TeheRG9toMv,Terumbu karang,Terumbu karang kondisi baik,8
253,253,A,T9,,D3T3 (29).JPG,-0.738421667,120.112315,Pelawa_Baru,https://lh3.googleusercontent.com/d/1eDUIVAcC7wVyd1oTFymWqx6kSrN2Gs4Z,Terumbu karang,Terumbu karang kondisi baik,8
254,254,A,T9,,D3T3 (30).JPG,-0.738431667,120.1124533,Pelawa_Baru,https://lh3.googleusercontent.com/d/1idBoT-9c6IZiftTC31yHh0OsjnUcLrG-,Terumbu karang,Terumbu karang kondisi baik,8
255,255,A,T9,,D3T3 (31).JPG,-0.738456667,120.1125267,Pelawa_Baru,https://lh3.googleusercontent.com/d/12-P7-5SKAQcXVxde8JnAAe4e6mWTohvJ,Terumbu karang,Terumbu karang kondisi baik,8
256,256,A,T10,,D3T4 (1).JPG,-0.738416667,120.1127033,Pelawa_Baru,https://lh3.googleusercontent.com/d/1isuVQkBAJXZ5YXD1VcHozfVgjuNz2Q7e,Terumbu karang,Terumbu karang kondisi baik,8
257,257,A,T10,,D3T4 (2).JPG,-0.738390272,120.1128167,Pelawa_Baru,https://lh3.googleusercontent.com/d/1Sb7feOIBYKSvBrRbC0DyZCz6gpe9XaGW,Terumbu karang,Terumbu karang kondisi baik,8
258,258,A,T10,,D3T4 (3).JPG,-0.73838,120.11291,Pelawa_Baru,https://lh3.googleusercontent.com/d/1OyZgjcto8p0OjwlNTh783i8iR5X-TWUZ,Terumbu karang,Terumbu karang kondisi baik,8
259,259,A,T10,,D3T4 (4).JPG,-0.738391667,120.1130317,Pelawa_Baru,https://lh3.googleusercontent.com/d/1VU1Eb0p13Zav_A9M2_s2i0ccjjkGGl-X,Terumbu karang,Terumbu karang kondisi baik,8
260,260,A,T10,,D3T4 (5).JPG,-0.738428333,120.113085,Pelawa_Baru,https://lh3.googleusercontent.com/d/1jO9FdXimcZnX8tTK270dBcmwRte9d06O,Terumbu karang,Terumbu karang kondisi baik,8
261,261,A,T10,,D3T4 (6).JPG,-0.738506667,120.1132283,Pelawa_Baru,https://lh3.googleusercontent.com/d/1pUNAImQ-6leZbxm2M4FzQfe_bnhUlHIk,Terumbu karang,Terumbu karang kondisi baik,8
262,262,A,T10,,D3T4 (7).JPG,-0.738546667,120.113275,Pelawa_Baru,https://lh3.googleusercontent.com/d/1tiSS5TGqhptH8D8TGNPwHylMg-7rPJjP,Terumbu karang,Terumbu karang kondisi baik,8
263,263,A,T10,,D3T4 (8).JPG,-0.73864541,120.1132868,Pelawa_Baru,https://lh3.googleusercontent.com/d/1repRpOrqg4CESzyKPS9X_r_NmAVBwjA2,Terumbu karang,Terumbu karang kondisi baik,8
264,264,A,T10,,D3T4 (9).JPG,-0.738783333,120.1133467,Pelawa_Baru,https://lh3.googleusercontent.com/d/12h1vGJeb9Jat_T29GNB_-ZrOcnZEa9h5,Terumbu karang,Terumbu karang kondisi baik,8
265,265,A,T10,,D3T4 (10).JPG,-0.738836667,120.11342,Pelawa_Baru,https://lh3.googleusercontent.com/d/12_VZt_g5GaXw8AaS1FoBxp6uXvfyCbgY,Terumbu karang,Terumbu karang kondisi baik,8
266,266,A,T10,,D3T4 (11).JPG,-0.738895,120.1134267,Pelawa_Baru,https://lh3.googleusercontent.com/d/1NhamJmFK5tv_Y7bU9VuqJp4mwRx2Mno2,Terumbu karang,Terumbu karang kondisi baik,8
267,267,A,T10,,D3T4 (12).JPG,-0.739023333,120.113405,Pelawa_Baru,https://lh3.googleusercontent.com/d/1lwFzdTGNTCAq07cfmN6ehME2d-rJ7nTH,Terumbu karang,Terumbu karang kondisi baik,8
268,268,A,T10,,D3T4 (13).JPG,-0.739104855,120.1133247,Pelawa_Baru,https://lh3.googleusercontent.com/d/1j6QhIRvtidH03KJcF5WbHQxRiekUPhlx,Terumbu karang,Terumbu karang kondisi baik,8
269,269,A,T10,,D3T4 (14).JPG,-0.739191667,120.1132883,Pelawa_Baru,https://lh3.googleusercontent.com/d/1bwMME5ezTjzB5pvp0514-cbu_sSHtKAE,Terumbu karang,Terumbu karang kondisi baik,8
270,270,A,T10,,D3T4 (15).JPG,-0.73933,120.1131017,Pelawa_Baru,https://lh3.googleusercontent.com/d/1XZwhlF3lG1cDwNDbt1Vm5HuoY9aQLwju,Terumbu karang,Terumbu karang kondisi baik,8
271,271,A,T10,,D3T4 (16).JPG,-0.739415546,120.1129845,Pelawa_Baru,https://lh3.googleusercontent.com/d/1bMGKJIsX9LAKP8DmDGLq_EaY2Kn9bbpc,Terumbu karang,Terumbu karang kondisi baik,8
272,272,A,T10,,D3T4 (17).JPG,-0.73949,120.1129233,Pelawa_Baru,https://lh3.googleusercontent.com/d/1nlxxtEVWYH-seWSoimuwE4UwZt3hHfH7,Terumbu karang,Bleaching,8
273,273,A,T10,,D3T4 (18).JPG,-0.739573333,120.1127617,Pelawa_Baru,https://lh3.googleusercontent.com/d/1Ut85nkJSFvgr3MJAWO9F2fyp3J8HXW6e,Terumbu karang,Terumbu karang kondisi baik,8
274,274,A,T11,,D4T1 (1).JPG,-0.768608333,120.1381017,Pelawa Baru,https://lh3.googleusercontent.com/d/13O--hIRgq1RWPl6U_u6wJDftt4SkCPFU,Terumbu karang,Terumbu karang kondisi baik,9
275,275,A,T11,,D4T1 (2).JPG,-0.768585,120.13819,Pelawa Baru,https://lh3.googleusercontent.com/d/1I1mQ_qpwQrU-MbKDQcOSgdBIdxsfjQ8r,Terumbu karang,Terumbu karang kondisi baik,9
276,276,A,T11,,D4T1 (3).JPG,-0.768516667,120.1382983,Pelawa Baru,https://lh3.googleusercontent.com/d/1-zXFFa-AlMaYGGQRb2d-Q3uTtY1JUu_U,Terumbu karang,Terumbu karang kondisi baik,9
277,277,A,T11,,D4T1 (4).JPG,-0.768463333,120.1383717,Pelawa Baru,https://lh3.googleusercontent.com/d/1MenWNayFQDN_cXzEfBup0u7U_JofIVM9,Terumbu karang,Terumbu karang kondisi baik,9
278,278,A,T11,,D4T1 (5).JPG,-0.768424539,120.1384688,Pelawa Baru,https://lh3.googleusercontent.com/d/1PASFf8yMft8XRhV3wGapmUHvMqGeQW3v,Terumbu karang,Terumbu karang kondisi baik,9
279,279,A,T11,,D4T1 (6).JPG,-0.768303333,120.13859,Pelawa Baru,https://lh3.googleusercontent.com/d/1RTK47MUQtQ4H_fdczgUy6FgGVO2hrRXt,Terumbu karang,Terumbu karang kondisi baik,9
280,280,A,T11,,D4T1 (7).JPG,-0.768206667,120.1386717,Pelawa Baru,https://lh3.googleusercontent.com/d/1ZnWQMST7O5Cd_IB_bC7s2m-_HNd_nDwD,Terumbu karang,Terumbu karang kondisi baik,9
281,281,A,T11,,D4T1 (8).JPG,-0.768136667,120.1387267,Pelawa Baru,https://lh3.googleusercontent.com/d/1QOw1PoWQKay93YyBiCGclhqFYB6KE15W,Terumbu karang,Terumbu karang kondisi baik,9
282,282,A,T11,,D4T1 (9).JPG,-0.768033149,120.1387817,Pelawa Baru,https://lh3.googleusercontent.com/d/1wJRKHLMWf61-IjXe_aZ_cQi8LyC1RzDs,Terumbu karang,Terumbu karang kondisi baik,9
283,283,A,T11,,D4T1 (10).JPG,-0.767963333,120.1388367,Pelawa Baru,https://lh3.googleusercontent.com/d/19dAYZb4E_uq63FXzJUh5mfdYDE5YGAeZ,Terumbu karang,Terumbu karang kondisi baik,9
284,284,A,T11,,D4T1 (11).JPG,-0.76787,120.1389017,Pelawa Baru,https://lh3.googleusercontent.com/d/1CW4XkNlhK1QqmEk8BP2OIyDQc2HiqVF_,Terumbu karang,Terumbu karang kondisi baik,9
285,285,A,T11,,D4T1 (12).JPG,-0.767695,120.1389533,Pelawa Baru,https://lh3.googleusercontent.com/d/1rxK5vqSJW_Ep9T93-jV_IG0Azxg251Zp,Terumbu karang,Terumbu karang kondisi baik,9
286,286,A,T11,,D4T1 (13).JPG,-0.767593333,120.1390017,Pelawa Baru,https://lh3.googleusercontent.com/d/1Wq95GRYKyHMHKWTOdrMXHNpC4c6MJlrZ,Terumbu karang,Terumbu karang kondisi baik,9
287,287,A,T11,,D4T1 (14).JPG,-0.76758,120.1390583,Pelawa Baru,https://lh3.googleusercontent.com/d/1sXnQq2f8_FqxAfHlI8QbIUB9mI6YRBTs,Terumbu karang,Terumbu karang kondisi baik,9
288,288,A,T11,,D4T1 (15).JPG,-0.767535,120.1391283,Pelawa Baru,https://lh3.googleusercontent.com/d/1TnzsD2IUAKUAmvp3XCE_f1Y0YWmUUjK9,Terumbu karang,Terumbu karang kondisi baik,9
289,289,A,T11,,D4T1 (16).JPG,-0.767465,120.1392633,Pelawa Baru,https://lh3.googleusercontent.com/d/1-1vwS4jLn_5NDUOYi_agUtn_jDWeliI7,Terumbu karang,Terumbu karang kondisi baik,9
290,290,A,T11,,D4T1 (17).JPG,-0.767428333,120.1393283,Pelawa Baru,https://lh3.googleusercontent.com/d/1od35c8XtYAJ4k0e2NxJmN7EIMbVfMFJg,Terumbu karang,Terumbu karang kondisi baik,9
291,291,A,T11,,D4T1 (18).JPG,-0.76737,120.1395033,Pelawa Baru,https://lh3.googleusercontent.com/d/17OMYFXG2si4PrYP9fZ06mO90_KFiwQqz,Terumbu karang,Terumbu karang kondisi baik,9
292,292,A,T11,,D4T1 (19).JPG,-0.767346667,120.1395433,Pelawa Baru,https://lh3.googleusercontent.com/d/147pXrUjmxYV-CleVvZidxFIPm-AuMo-i,Terumbu karang,Terumbu karang kondisi baik,9
293,293,A,T11,,D4T1 (20).JPG,-0.767331667,120.1396,Pelawa Baru,https://lh3.googleusercontent.com/d/1qatdIO8GwxnP5FSGnZEx2CGO-UI-kDtk,Terumbu karang,Terumbu karang kondisi baik,9
294,294,A,T11,,D4T1 (21).JPG,-0.767281667,120.1397683,Pelawa Baru,https://lh3.googleusercontent.com/d/1fbMys3wsyvIksIjJCSKndEDcC4xstonU,Terumbu karang,Terumbu karang kondisi baik,9
295,295,A,T11,,D4T1 (22).JPG,-0.767245799,120.1398429,Pelawa Baru,https://lh3.googleusercontent.com/d/1CTUKo6LvD2mdRd7G0IbuPZtPNsFePnAy,Terumbu karang,Terumbu karang kondisi baik,9
296,296,A,T11,,D4T1 (23).JPG,-0.767113333,120.1401233,Pelawa Baru,https://lh3.googleusercontent.com/d/1G_Nifc9pFkXAhRv0s_xKGgT4asj-yYeR,Terumbu karang,Terumbu karang kondisi baik,9
297,297,A,T11,,D4T1 (24).JPG,-0.767011667,120.140285,Pelawa Baru,https://lh3.googleusercontent.com/d/1FpCMAUcdRsnnV5rOZfcrPplE8G3Fec-J,Terumbu karang,Terumbu karang kondisi baik,9
298,298,A,T11,,D4T1 (25).JPG,-0.766976667,120.14045,Pelawa Baru,https://lh3.googleusercontent.com/d/1v4hlV2X_I4OdaKOKTfJ67GAI-p_dB-xp,Terumbu karang,Terumbu karang kondisi baik,9
299,299,A,T11,,D4T1 (26).JPG,-0.766896667,120.1405867,Pelawa Baru,https://lh3.googleusercontent.com/d/1gp0FYJfoibmVy8PdTV_frLShMu7YyAkP,Terumbu karang,Terumbu karang kondisi baik,9
300,300,A,T11,,D4T1 (27).JPG,-0.766818333,120.1407667,Pelawa Baru,https://lh3.googleusercontent.com/d/1zT1MT7kjBE4bIMujzNWjH6GeDhkY-D58,Terumbu karang,Terumbu karang kondisi baik,9
301,301,A,T11,,D4T1 (28).JPG,-0.766776667,120.1408067,Pelawa Baru,https://lh3.googleusercontent.com/d/1sEs6XGb4udvbrBlFJFv3R4Gbujcyv-FX,Terumbu karang,Terumbu karang kondisi baik,9
302,302,A,T11,,D4T1 (29).JPG,-0.76664,120.1409983,Pelawa Baru,https://lh3.googleusercontent.com/d/1iMsTgzwJ_E4NM-IFfLo9zgCb1yj3bxI8,Terumbu karang,Terumbu karang kondisi baik,9
303,303,A,T11,,D4T1 (30).JPG,-0.766556667,120.1411417,Pelawa Baru,https://lh3.googleusercontent.com/d/1dyZ1Qt7N_ATz6wE-yKr8gbiwo7_befox,Terumbu karang,Terumbu karang kondisi baik,9
304,304,A,T11,,D4T1 (31).JPG,-0.766476667,120.1412017,Pelawa Baru,https://lh3.googleusercontent.com/d/1zBH0fC17Yx0bozqvteiUOx_UGmmDKaYH,Terumbu karang,Terumbu karang kondisi baik,9
305,305,A,T11,,D4T1 (32).JPG,-0.766416667,120.1412567,Pelawa Baru,https://lh3.googleusercontent.com/d/1G-5USwWdRAoCIddPkeMV1dRUPA9sL2sq,Terumbu karang,Terumbu karang kondisi baik,9
306,306,A,T11,,D4T1 (33).JPG,-0.766373333,120.1413667,Pelawa Baru,https://lh3.googleusercontent.com/d/1v4CxmfnRl_XzpJK8FbmfknD7rFTgcM4T,Terumbu karang,Terumbu karang kondisi baik,9
307,307,A,T11,,D4T1 (34).JPG,-0.766348333,120.1414483,Pelawa Baru,https://lh3.googleusercontent.com/d/1baWJk0zzytT6cbFJO5QXNR-RION1nq9v,Terumbu karang,Terumbu karang kondisi baik,9
308,308,A,T11,,D4T1 (35).JPG,-0.766305,120.1415467,Pelawa Baru,https://lh3.googleusercontent.com/d/1okBwEpnlk3glmcSXNDbiJaqIpyXJyQqJ,Terumbu karang,Terumbu karang kondisi baik,9
309,309,A,T11,,D4T1 (36).JPG,-0.766285,120.1416083,Pelawa Baru,https://lh3.googleusercontent.com/d/1iIqVohp1puTV5UqrjMhFD0ovrH2rVcBG,Terumbu karang,Terumbu karang kondisi baik,9
310,310,A,T11,,D4T1 (37).JPG,-0.76625,120.1417383,Pelawa Baru,https://lh3.googleusercontent.com/d/1SeQOs5IRWSnDUSWJ9XhQiirhHtdm0SSa,Terumbu karang,Terumbu karang kondisi baik,9
311,311,A,T11,,D4T1 (38).JPG,-0.766236667,120.1418333,Pelawa Baru,https://lh3.googleusercontent.com/d/19v0-loMq_W2jaRkaQWejaiVR6jE84CnW,Terumbu karang,Terumbu karang kondisi baik,9
312,312,A,T11,,D4T1 (39).JPG,-0.766238333,120.1418883,Pelawa Baru,https://lh3.googleusercontent.com/d/1blgSKFASUQ9OtYvlyX5dThkCURKFpEie,Terumbu karang,Terumbu karang kondisi baik,9
313,313,A,T11,,D4T1 (40).JPG,-0.76627,120.1420283,Pelawa Baru,https://lh3.googleusercontent.com/d/1yLBCB0SeUV5RPdi7B2S_omPSigH0Nl2j,Terumbu karang,Terumbu karang kondisi baik,9
314,314,A,T11,,D4T1 (41).JPG,-0.766255,120.1420717,Pelawa Baru,https://lh3.googleusercontent.com/d/1hEOH-zcDGSpSPScKjwSms5HjnL0KeLHu,Terumbu karang,Terumbu karang kondisi baik,9
315,315,A,T11,,D4T1 (42).JPG,-0.766275,120.142175,Pelawa Baru,https://lh3.googleusercontent.com/d/1a8l-S6GbpL6DDS65gZ7atttyfqM5OagE,Terumbu karang,Terumbu karang kondisi baik,9
316,316,A,T11,,D4T1 (43).JPG,-0.76625,120.1422667,Pelawa Baru,https://lh3.googleusercontent.com/d/1AFC7DNrBxDWCOzgf3nIkhbLtD8sEOjPU,Terumbu karang,Terumbu karang kondisi baik,9
317,317,A,T11,,D4T1 (44).JPG,-0.766215,120.1423917,Pelawa Baru,https://lh3.googleusercontent.com/d/1ej-hxuulc1eTwAs_6BNV-kAP2Nk-Ep6L,Terumbu karang,Terumbu karang kondisi baik,9
318,318,A,T11,,D4T1 (45).JPG,-0.766166667,120.142505,Pelawa Baru,https://lh3.googleusercontent.com/d/1M7FHwzWyh0206O87mhqNNp01gsNl9pYI,Terumbu karang,Terumbu karang kondisi baik,9
319,319,A,T11,,D4T1 (46).JPG,-0.766121667,120.1425917,Pelawa Baru,https://lh3.googleusercontent.com/d/1rRS0gr_VpWp7C_jxyl_jiqLF2ACZ-ZSF,Terumbu karang,Terumbu karang kondisi baik,9
320,320,A,T11,,D4T1 (47).JPG,-0.766038333,120.1427033,Pelawa Baru,https://lh3.googleusercontent.com/d/1zLsT91-yD0rZ8WFv-7yFeyUvxYTOEJmn,Terumbu karang,Terumbu karang kondisi baik,9
321,321,A,T11,,D4T1 (48).JPG,-0.765975,120.1427383,Pelawa Baru,https://lh3.googleusercontent.com/d/1d-U1WhjfGW5lNSu9ZHAmifYwhKboDOmk,Terumbu karang,Terumbu karang kondisi baik,9
322,322,A,T11,,D4T1 (49).JPG,-0.766048333,120.1426683,Pelawa Baru,https://lh3.googleusercontent.com/d/1TPs4Ldav5yVYui8qdNDx0UlMtsF1dxjh,Terumbu karang,Terumbu karang kondisi baik,9
323,323,A,T11,,D4T1 (50).JPG,-0.766113333,120.1426217,Pelawa Baru,https://lh3.googleusercontent.com/d/144KwX2qLzdWqn9XlQPbHU08RVKnLzA08,Terumbu karang,Terumbu karang kondisi baik,9
324,1,B,D1T1A,D1T1A-1,D1T1B (1).JPG,-0.229207,120.006352,Donggulu ,https://lh3.googleusercontent.com/d/10yO_rAVr5-944yvpwow5-ZbHC5O6fzIK,Terumbu karang,Terumbu karang kondisi baik,5
325,2,B,D1T1A,D1T1A-2,D1T1B (2).JPG,-0.229225,120.006321,Donggulu ,https://lh3.googleusercontent.com/d/1BnLfeytsmLxPevMgNq3bEkMSzTyU2qlf,Terumbu karang,Terumbu karang kondisi baik,5
326,3,B,D1T1A,D1T1A-3,D1T1B (3).JPG,-0.229243,120.00629,Donggulu ,https://lh3.googleusercontent.com/d/1kiN3omWZ7Q10Sd_WMVXNFqglvHeVzG_3,Terumbu karang,Terumbu karang kondisi baik,5
327,4,B,D1T1A,D1T1A-4,D1T1B (4).JPG,-0.229261,120.006258,Donggulu ,https://lh3.googleusercontent.com/d/1UU-dsZ43ApBghILATt1As_esIST2jUDe,Terumbu karang,Terumbu karang kondisi baik,5
328,5,B,D1T1A,D1T1A-5,D1T1B (5).JPG,-0.229279,120.006227,Donggulu ,https://lh3.googleusercontent.com/d/1I02JxHQafWByQ15MQD7f-pqfhBCOH4yA,Terumbu karang,Terumbu karang kondisi baik,5
329,6,B,D1T1A,D1T1A-6,D1T1B (6).JPG,-0.229297,120.006196,Donggulu ,https://lh3.googleusercontent.com/d/1NvRIkhx0lDxW28TgDvZudy8wr7oMQMv0,Terumbu karang,Terumbu karang kondisi baik,5
330,7,B,D1T1A,D1T1A-7,D1T1B (7).JPG,-0.229315,120.006165,Donggulu ,https://lh3.googleusercontent.com/d/1QZzX_nXlommPn9F7xyYW8ysI8H6Kx1zy,Terumbu karang,Terumbu karang kondisi baik,5
331,8,B,D1T1A,D1T1A-8,D1T1B (8).JPG,-0.229333,120.006134,Donggulu ,https://lh3.googleusercontent.com/d/14nyBZJBZF1_nHdTEIBKnC77LArX7aO8k,Terumbu karang,Terumbu karang kondisi baik,5
332,9,B,D1T1A,D1T1A-9,D1T1B (9).JPG,-0.229351,120.006103,Donggulu ,https://lh3.googleusercontent.com/d/1evo0U0tLnqTVvCfKJT4iZn-pSK_D3IL2,Terumbu karang,Terumbu karang kondisi baik,5
333,10,B,D1T1A,D1T1A-10,D1T1B (10).JPG,-0.229369,120.006072,Donggulu ,https://lh3.googleusercontent.com/d/1WBi7oyTIDLz-_sLEZz6rfnVYNpx5j8DB,Terumbu karang,Terumbu karang kondisi baik,5
334,11,B,D1T1A,D1T1A-11,D1T1B (11).JPG,-0.229387,120.006041,Donggulu ,https://lh3.googleusercontent.com/d/1nl9OzMVxrY8_9rvCHwuE86P2B03smrE0,Terumbu karang,Terumbu karang kondisi baik,5
335,12,B,D1T1A,D1T1A-12,D1T1B (12).JPG,-0.229405,120.00601,Donggulu ,https://lh3.googleusercontent.com/d/1oQfQIKqMk9ZQNW5KSJufzi_B4rh31vDQ,Terumbu karang,Terumbu karang kondisi baik,5
336,13,B,D1T1A,D1T1A-13,D1T1B (13).JPG,-0.229423,120.005979,Donggulu ,https://lh3.googleusercontent.com/d/16IyBalq7iXxhA3LzwBWL2fs-Bj2ureXt,Terumbu karang,Terumbu karang kondisi baik,5
337,14,B,D1T1A,D1T1A-14,D1T1B (14).JPG,-0.229441,120.005948,Donggulu ,https://lh3.googleusercontent.com/d/1sStLVXKbEJUbMhbIsmfeh7gqPYbK4OxW,Terumbu karang,Terumbu karang kondisi baik,5
338,15,B,D1T1A,D1T1A-15,D1T1B (15).JPG,-0.229459,120.005916,Donggulu ,https://lh3.googleusercontent.com/d/1PCUqqku0GPn3wq5R1loedBi4P9uf6thv,Terumbu karang,Terumbu karang kondisi baik,5
339,16,B,D1T1A,D1T1A-16,D1T1B (16).JPG,-0.229478,120.005885,Donggulu ,https://lh3.googleusercontent.com/d/1sPZOpDgwnZTDgd1IdhkSEfWbjjRhjAkw,Terumbu karang,Terumbu karang kondisi baik,5
340,17,B,D1T1A,D1T1A-17,D1T1B (17).JPG,-0.229496,120.005854,Donggulu ,https://lh3.googleusercontent.com/d/1irWF2s8UoR1SkSd-9LreHStyoWVIJus2,Terumbu karang,Terumbu karang kondisi baik,5
341,18,B,D1T1A,D1T1A-18,D1T1B (18).JPG,-0.229514,120.005823,Donggulu ,https://lh3.googleusercontent.com/d/1Y-fpY5cXjGN5748TlBuEA0L_iki_g8Kv,Terumbu karang,Terumbu karang kondisi baik,5
342,19,B,D1T1A,D1T1A-19,D1T1B (19).JPG,-0.229532,120.005792,Donggulu ,https://lh3.googleusercontent.com/d/1IFQcNTm75MNh7guO4oY99Fh5DptbzaT1,Terumbu karang,Terumbu karang kondisi baik,5
343,39,B,D2T1,D2T1-1,D2T1 (1).JPG,-0.226619,120.007053,Donggulu ,https://lh3.googleusercontent.com/d/1U7wQvfeDwOcrgUyHTs5t8PZZc0JsPBUo,Terumbu karang,low-visibility,5
344,40,B,D2T1,D2T1-2,D2T1 (2).JPG,-0.226653,120.007041,Donggulu ,https://lh3.googleusercontent.com/d/1i7vX0ZZO2EGZhmHgxxtShCBSk3LZnsFQ,Terumbu karang,low-visibility,5
345,41,B,D2T1,D2T1-3,D2T1 (3).JPG,-0.226687,120.007029,Donggulu ,https://lh3.googleusercontent.com/d/1E2EDKrb1PHwlErV1kHcHFSLqJMr6D3ct,Terumbu karang,low-visibility,5
346,42,B,D2T1,D2T1-4,D2T1 (4).JPG,-0.226721,120.007016,Donggulu ,https://lh3.googleusercontent.com/d/1Vxm2qFg5kkMV2sm2U8cudB_p1PpPQfQb,Terumbu karang,low-visibility,5
347,43,B,D2T1,D2T1-5,D2T1 (5).JPG,-0.226755,120.007004,Donggulu ,https://lh3.googleusercontent.com/d/1p5AlTu5Uz6QDrpnLqSbRRP6z_NBKibgG,Terumbu karang,low-visibility,5
348,44,B,D2T1,D2T1-6,D2T1 (6).JPG,-0.226789,120.006992,Donggulu ,https://lh3.googleusercontent.com/d/1zWe60vx5hFQDyOTvT-kXdgxfhD-Shm6e,Terumbu karang,low-visibility,5
349,45,B,D2T1,D2T1-7,D2T1 (7).JPG,-0.226823,120.006979,Donggulu ,https://lh3.googleusercontent.com/d/1j6O6Smr3rwa-aEDhBEytm4YeMmx_QcGn,Terumbu karang,low-visibility,5
350,46,B,D2T1,D2T1-8,D2T1 (8).JPG,-0.226857,120.006967,Donggulu ,https://lh3.googleusercontent.com/d/1D1HQgyG5AkTX3CMRm8NLXtD346wauKQh,Terumbu karang,low-visibility,5
351,47,B,D2T1,D2T1-9,D2T1 (9).JPG,-0.226891,120.006955,Donggulu ,https://lh3.googleusercontent.com/d/1VoKRMt803IZ3LHlP9QYVO4ZAf5ehnSDj,Terumbu karang,low-visibility,5
352,48,B,D2T1,D2T1-10,D2T1 (10).JPG,-0.226925,120.006943,Donggulu ,https://lh3.googleusercontent.com/d/1s0y3s3_9rPw8Bbw4YUGGstBlRd3SYSJy,Terumbu karang,low-visibility,5
353,49,B,D2T1,D2T1-11,D2T1 (11).JPG,-0.226959,120.00693,Donggulu ,https://lh3.googleusercontent.com/d/1QG4UsjjELT_bPATI0z-PdkOjkcZbp8uV,Terumbu karang,low-visibility,5
354,50,B,D2T1,D2T1-12,D2T1 (12).JPG,-0.226993,120.006918,Donggulu ,https://lh3.googleusercontent.com/d/1_0OkCi4NNSHrij6K6Sp-3LiQz8iYPzSB,Terumbu karang,low-visibility,5
